CLAVE_CASILLA,ID_ESTADO,estrato,PAN,PRD,PAN_PRD,PRI,PVEM,PT,MORENA,PANAL,PT_MORENA_PANAL,PT_MORENA,PT_PANAL,MORENA_PANAL,MC,PES,RSP,FPM,CI1,CI2,CNR,NULOS
'082691B0100',8,7,9,23,0,1,3,0,27,11,4,3,7,15,5,3,3,2,0,11,15,12
'082692B0100',8,7,12,34,0,2,9,4,33,23,13,5,7,23,9,2,6,2,0,10,6,13
'082693B0100',8,7,3,9,0,2,2,1,10,5,3,1,6,15,0,2,1,0,0,9,8,5
'082694B0100',8,7,6,15,0,1,1,2,23,10,1,1,5,13,5,0,1,2,0,6,4,7
'082695B0100',8,7,14,32,0,0,5,0,26,16,11,7,6,18,10,1,2,4,1,11,12,7
'082697B0100',8,18,20,43,0,0,7,4,42,33,13,7,23,35,18,6,7,4,0,25,23,20
'082697C0100',8,18,19,38,0,1,9,2,62,27,16,12,15,32,7,1,8,1,0,28,17,20
'082698B0100',8,9,21,32,0,1,5,4,44,16,10,8,18,25,13,3,4,1,1,22,22,19
'082698C0100',8,9,21,20,0,0,4,1,37,26,14,6,17,22,15,5,5,1,0,14,23,19
'082699B0100',8,9,5,12,0,0,2,2,19,6,4,2,3,6,4,4,0,1,0,7,7,9
'082700B0100',8,9,6,11,0,0,1,1,8,5,2,1,4,4,1,0,2,0,0,6,3,2
'082701B0100',8,9,8,8,0,0,3,2,18,15,4,1,10,14,0,2,2,0,0,10,9,8
'082702B0100',8,9,5,6,0,1,3,1,17,6,6,0,10,9,2,3,1,0,0,7,5,3
'082704B0100',8,9,6,6,0,0,0,1,14,7,2,2,2,6,6,0,0,0,0,4,4,1
'082706B0100',8,9,11,37,0,1,2,2,59,18,17,10,16,28,11,3,2,3,1,15,18,15
'082707B0100',8,9,8,14,0,0,4,0,14,10,6,2,7,12,1,1,3,0,1,6,10,5
'082708B0100',8,9,4,8,0,0,3,1,6,6,5,1,2,6,3,0,2,0,0,3,2,4
'082709B0100',8,9,9,11,0,0,2,2,12,5,3,1,9,8,7,0,0,0,0,5,2,4
'082710B0100',8,9,7,12,1,1,1,0,13,12,5,5,8,9,7,4,4,1,0,11,7,4
'082711B0100',8,10,26,46,0,4,5,4,50,27,17,9,31,33,16,4,3,3,0,29,21,24
'082711C0100',8,10,25,43,0,1,8,0,60,33,18,12,17,42,17,1,4,2,0,21,29,21
'082711C0200',8,10,26,52,1,0,7,3,64,25,14,12,19,46,21,4,6,4,1,23,19,28
'082711C0300',8,10,18,37,1,1,4,3,56,20,10,6,20,36,14,6,8,5,0,27,38,19
'082711C0400',8,10,27,37,0,1,3,4,61,31,23,15,21,38,20,4,4,6,2,17,17,22
'082711C0500',8,10,27,40,1,1,9,3,66,29,16,1,27,43,15,3,5,3,0,21,20,23
'082711C0600',8,10,24,34,0,0,11,4,58,24,13,11,24,50,13,3,11,2,0,26,30,19
'082711C0700',8,10,18,38,0,1,11,3,44,25,15,14,22,33,21,8,4,4,0,28,27,31
'082711C0800',8,10,23,41,0,0,7,2,57,28,20,12,21,47,15,5,9,2,0,27,16,28
'082711C0900',8,10,26,48,0,1,10,1,48,33,14,14,26,32,15,3,4,2,1,20,26,24
'082711C1000',8,10,28,49,0,2,5,2,59,31,23,4,19,33,15,5,5,0,0,27,22,30
'082711C1100',8,10,25,34,0,2,5,2,52,28,22,9,14,44,17,3,9,3,1,24,28,32
'082712B0100',8,1,10,26,1,4,2,1,56,14,16,10,12,28,15,4,5,1,1,11,14,21
'082712C0100',8,1,16,40,0,0,2,2,51,20,10,5,7,27,6,2,3,2,0,11,22,11
'082713B0100',8,10,22,34,0,1,8,1,64,24,25,15,27,32,13,5,7,6,1,20,34,24
'082713C0100',8,10,25,40,1,0,10,3,66,25,15,11,18,43,10,4,8,1,2,34,15,29
'082713C0200',8,10,27,45,0,0,7,6,60,36,17,8,26,44,17,8,5,2,1,22,21,23
'082713C0300',8,10,30,41,0,1,2,3,62,26,16,13,19,36,25,8,4,4,0,29,20,27
'082714B0100',8,10,23,46,0,0,8,3,48,26,12,8,20,38,14,4,7,7,0,25,23,20
'082714C0100',8,10,13,50,0,1,11,0,48,27,10,7,23,32,17,1,5,4,2,23,30,21
'082715B0100',8,1,14,33,0,2,2,0,42,12,10,9,18,24,7,0,7,2,1,15,10,17
'082715C0100',8,1,19,24,0,1,6,2,40,16,9,5,18,21,10,4,4,2,1,12,17,14
'082716B0100',8,1,12,18,1,0,1,2,36,19,10,4,17,15,9,4,2,5,0,15,13,9
'082716C0100',8,1,13,19,0,0,3,1,26,13,7,9,10,24,12,3,4,1,1,7,11,10
'082717B0100',8,1,10,32,0,1,5,1,32,21,22,10,13,22,11,1,3,0,0,16,12,12
'082717C0100',8,1,26,35,0,0,8,2,33,10,12,7,8,27,8,6,2,1,0,17,11,24
'082718B0100',8,1,14,36,1,0,4,2,41,20,15,9,15,26,6,7,5,1,0,18,16,14
'082718C0100',8,1,9,38,0,2,0,3,37,18,12,5,19,31,13,2,4,1,0,16,13,20
'082719B0100',8,10,17,54,0,2,6,2,51,33,10,11,17,35,14,4,6,3,0,12,24,12
'082719C0100',8,10,19,38,1,1,8,3,50,17,19,14,27,21,13,5,8,2,0,17,17,16
'082720B0100',8,1,18,22,0,2,5,1,35,28,11,3,14,20,11,0,5,2,1,9,25,18
'082720C0100',8,1,17,33,0,0,3,1,26,16,15,4,21,21,15,1,8,3,0,18,22,10
'082721B0100',8,1,22,29,0,0,5,3,41,22,10,9,17,39,20,2,5,1,0,12,16,18
'082722B0100',8,1,14,29,0,0,2,1,47,18,14,8,14,29,11,4,9,2,0,16,23,18
'082722C0100',8,1,14,41,0,1,5,2,39,26,11,13,19,24,15,3,5,2,1,14,16,21
'082723B0100',8,1,11,25,0,3,5,0,50,26,15,13,11,29,19,2,14,1,1,17,23,13
'082723C0100',8,1,22,33,0,2,3,3,39,17,11,12,13,18,11,3,5,4,0,25,15,15
'082724B0100',8,10,22,54,0,1,4,6,49,25,14,7,23,37,7,6,8,6,4,25,25,19
'082725B0100',8,11,31,40,0,1,5,2,43,26,15,16,11,34,18,5,8,1,0,24,17,27
'082725C0100',8,11,26,43,0,1,4,3,45,18,19,10,31,46,9,2,2,4,0,20,19,24
'082726B0100',8,10,22,40,0,1,7,4,46,24,13,2,18,41,8,2,7,0,1,12,18,21
'082726C0100',8,10,21,36,0,2,3,3,45,25,20,9,14,25,15,3,5,2,0,20,17,21
'082727B0100',8,1,19,30,0,1,4,3,45,28,9,9,12,32,13,5,1,3,0,16,13,16
'082727C0100',8,1,13,22,0,1,8,2,43,16,17,4,12,24,8,8,5,2,0,11,16,13
'082728B0100',8,1,13,24,0,0,6,1,23,15,6,4,12,26,11,2,3,1,0,13,15,27
'082728C0100',8,1,12,20,0,1,2,1,38,14,3,6,12,26,6,3,3,3,0,16,21,12
'082729B0100',8,10,25,35,0,1,5,2,54,27,14,12,15,27,7,2,5,3,0,17,14,26
'082729C0100',8,10,19,42,0,2,6,2,37,18,10,11,21,29,14,5,8,4,1,15,16,24
'082730B0100',8,1,14,27,0,1,9,0,37,23,12,4,9,15,11,3,7,1,0,11,13,11
'082730C0100',8,1,14,25,0,2,3,1,36,18,15,1,13,28,3,4,8,0,0,12,17,9
'082731B0100',8,11,22,46,0,1,5,1,47,23,19,9,17,27,17,3,7,3,1,19,22,20
'082731C0100',8,11,29,36,1,1,10,4,62,33,16,7,24,48,15,3,5,1,1,15,29,16
'082731C0200',8,11,14,47,0,1,11,2,56,19,16,5,25,38,24,6,3,3,0,27,25,18
'082732B0100',8,10,29,49,0,1,13,1,67,19,14,6,24,28,10,3,7,3,1,20,28,20
'082733B0100',8,10,30,40,0,1,3,3,53,26,22,8,21,30,11,4,6,4,0,25,22,23
'082733C0100',8,10,17,49,0,0,7,4,58,28,14,7,22,43,19,2,6,3,1,21,24,26
'082734B0100',8,10,27,43,0,2,8,1,50,31,14,15,15,22,17,2,4,3,1,17,31,29
'082734C0100',8,10,25,39,0,2,8,2,65,30,17,8,26,31,14,2,10,4,0,19,24,23
'082735B0100',8,1,17,21,0,0,3,0,29,21,10,6,13,25,9,3,4,1,1,12,12,19
'082735C0100',8,1,11,17,0,1,4,2,41,21,12,6,6,16,6,1,4,1,0,15,13,12
'082736B0100',8,10,17,41,0,0,5,4,59,31,13,5,20,34,17,4,7,0,0,15,29,16
'082736C0100',8,10,15,45,0,1,4,6,60,25,18,9,11,33,17,2,6,1,0,27,21,12
'082737B0100',8,1,17,30,0,2,5,2,51,22,8,8,23,26,5,3,5,2,0,21,15,18
'082737C0100',8,1,21,32,0,1,2,2,55,22,9,11,20,24,18,2,5,3,0,20,16,14
'082738B0100',8,1,12,31,1,2,4,1,42,14,11,5,9,19,10,4,5,2,0,11,15,17
'082738C0100',8,1,24,26,0,1,2,4,35,16,16,6,15,22,8,4,5,2,2,15,15,13
'082739B0100',8,1,18,31,0,0,6,2,33,22,16,9,20,29,14,3,2,1,0,15,13,16
'082739C0100',8,1,16,35,0,1,0,0,34,17,15,11,19,26,18,2,7,3,1,22,15,17
'082740B0100',8,10,23,41,1,1,2,4,47,18,11,13,18,30,11,5,8,3,0,23,20,26
'082740C0100',8,10,29,39,0,2,6,5,39,18,16,4,14,33,13,3,11,5,0,15,20,19
'082741B0100',8,1,17,36,0,1,5,0,25,25,11,9,18,28,12,3,10,1,0,27,15,13
'082741C0100',8,1,18,25,2,1,5,5,47,22,4,5,13,28,10,3,2,3,0,14,18,26
'082742B0100',8,1,13,26,0,2,5,3,37,23,15,9,14,27,13,3,3,1,0,20,13,18
'082742C0100',8,1,24,30,0,3,5,6,31,28,12,4,17,29,13,3,5,2,0,14,14,20
'082743B0100',8,1,7,34,0,0,3,1,30,20,8,5,12,18,11,0,5,2,0,17,17,10
'082743C0100',8,1,19,22,1,0,3,0,24,12,11,4,12,21,7,1,1,2,0,11,7,12
'082744B0100',8,1,14,23,0,2,5,2,37,22,6,5,15,24,6,2,5,2,0,11,16,16
'082744C0100',8,1,10,21,0,1,8,2,41,14,11,3,13,22,11,3,6,0,0,15,11,10
'082745B0100',8,1,22,25,1,1,2,1,31,10,9,12,16,22,10,1,4,2,1,14,22,9
'082745C0100',8,1,11,34,0,1,3,1,33,20,10,5,8,19,7,3,5,0,0,20,16,11
'082746B0100',8,1,15,23,0,2,3,1,40,24,13,8,9,18,15,1,3,2,0,12,12,12
'082746C0100',8,1,20,30,0,1,5,2,35,12,11,4,11,19,12,2,2,1,0,9,14,11
'082747B0100',8,1,9,20,0,0,3,2,29,8,10,1,8,16,9,0,1,0,1,15,17,13
'082747C0100',8,1,17,19,0,1,1,5,26,13,10,4,8,16,6,4,5,1,1,15,16,11
'082748B0100',8,1,28,31,0,0,3,2,54,19,15,5,8,30,15,3,5,2,0,15,12,22
'082748C0100',8,1,17,33,0,1,4,5,44,21,9,7,20,30,18,2,5,1,0,21,15,18
'082749B0100',8,1,13,27,0,0,6,2,43,23,6,10,17,20,9,2,5,3,0,17,12,17
'082749C0100',8,1,23,25,0,1,8,4,42,15,10,7,9,22,10,3,4,1,0,16,26,19
'082750B0100',8,10,21,40,0,3,3,2,59,33,21,8,16,33,16,4,8,2,1,28,19,27
'082751B0100',8,1,15,26,1,1,7,4,49,16,10,5,17,19,14,3,8,2,0,16,22,12
'082751C0100',8,1,12,33,0,2,4,4,32,18,14,7,10,31,7,3,5,2,0,14,12,14
'082752B0100',8,10,23,37,0,3,7,3,54,37,9,13,30,44,15,4,7,5,0,27,23,29
'082752C0100',8,10,26,47,1,1,4,3,56,26,14,13,18,46,20,5,10,1,0,29,29,22
'082752C0200',8,10,28,56,0,0,8,2,66,25,21,12,20,36,15,6,5,2,0,27,31,25
'082753B0100',8,1,10,19,0,2,5,1,35,14,10,12,17,20,11,4,4,2,0,24,13,6
'082753C0100',8,1,21,29,0,0,4,0,28,17,12,1,15,20,13,1,4,1,0,7,15,19
'082754B0100',8,1,11,27,0,1,4,4,43,18,16,2,17,24,12,1,5,2,0,9,27,13
'082754C0100',8,1,14,25,0,1,2,7,35,18,17,6,13,24,11,4,5,4,2,14,19,19
'082755B0100',8,1,19,27,0,0,7,4,42,20,5,8,13,25,7,4,4,3,1,19,19,15
'082755C0100',8,1,15,33,0,3,8,2,40,22,12,7,13,19,8,3,8,1,0,15,12,19
'082756B0100',8,1,15,37,0,1,3,1,34,15,8,6,19,24,11,2,4,1,0,18,17,23
'082756C0100',8,1,18,33,0,2,6,5,36,26,20,7,13,29,8,5,4,0,0,16,18,15
'082757B0100',8,1,16,21,0,1,10,2,37,23,11,7,13,19,6,2,7,1,1,9,15,15
'082757C0100',8,1,6,39,1,1,6,1,32,15,7,8,15,26,7,2,5,0,0,14,21,22
'082758B0100',8,1,17,22,0,0,5,3,36,15,16,7,12,29,13,3,7,1,0,16,13,21
'082758C0100',8,1,14,30,0,1,1,0,38,14,7,11,10,28,7,3,3,5,1,13,16,14
'082759B0100',8,1,21,25,0,2,7,0,32,15,9,7,15,22,9,2,4,2,1,13,12,12
'082759C0100',8,1,14,32,0,1,5,3,36,15,11,3,12,21,14,3,1,1,0,18,23,19
'082760B0100',8,10,19,42,0,1,8,1,60,26,19,5,16,30,13,6,8,4,0,17,24,22
'082760C0100',8,10,27,44,0,0,6,0,52,23,15,0,19,40,11,3,6,2,0,30,16,19
'082761B0100',8,10,22,38,0,0,4,0,59,41,11,11,35,42,10,6,5,4,0,18,15,18
'082761C0100',8,10,31,31,0,3,6,2,45,41,15,7,18,43,15,5,9,4,1,21,30,23
'082761C0200',8,10,19,51,0,4,5,3,58,34,22,4,23,37,16,4,10,4,0,18,25,28
'082762B0100',8,1,10,30,0,0,4,3,33,17,7,6,17,21,12,2,4,3,0,12,23,14
'082762C0100',8,1,9,33,0,0,6,2,32,16,8,1,12,21,18,2,7,0,0,11,14,17
'082763B0100',8,1,15,33,0,1,6,5,36,27,10,7,15,22,14,2,7,5,0,17,19,22
'082763C0100',8,1,21,32,0,0,8,3,35,27,13,5,17,27,17,2,6,3,2,21,19,25
'082764B0100',8,1,16,28,0,4,3,0,33,23,15,10,16,28,13,0,5,0,1,11,20,23
'082764C0100',8,1,23,26,0,3,9,2,32,23,7,8,12,26,9,4,5,0,0,14,12,16
'082765B0100',8,1,16,28,0,4,3,0,22,16,8,10,11,24,10,4,5,0,1,13,19,17
'082765C0100',8,1,15,34,0,1,4,4,29,20,8,9,15,18,7,2,2,3,0,12,13,22
'082766B0100',8,1,11,28,0,0,6,2,31,26,11,6,21,23,13,0,6,0,0,18,5,11
'082766C0100',8,1,15,37,0,1,4,1,40,18,6,6,10,26,12,6,4,0,0,12,13,17
'082767B0100',8,1,17,35,0,2,8,5,44,27,10,6,14,24,12,2,5,2,0,19,22,13
'082767C0100',8,1,19,29,0,1,7,2,49,24,8,9,12,21,10,1,5,1,1,17,20,22
'082768B0100',8,1,20,35,1,0,5,6,35,21,14,8,14,27,13,4,6,2,0,20,13,19
'082768C0100',8,1,16,29,0,1,2,5,45,18,17,8,21,28,11,4,2,3,0,14,26,14
'082769B0100',8,10,12,28,1,1,12,4,49,18,17,11,21,26,8,5,5,0,0,20,19,19
'082769C0100',8,10,22,32,0,1,1,2,49,33,18,12,13,29,12,8,4,2,0,20,11,13
'082770B0100',8,1,13,26,1,1,8,1,48,15,13,5,17,24,11,0,4,4,0,16,16,20
'082770C0100',8,1,17,39,0,1,3,1,35,6,20,8,14,30,13,1,9,1,1,14,18,14
'082771B0100',8,10,13,43,0,2,10,1,61,27,18,7,15,24,15,4,7,2,1,20,19,15
'082771C0100',8,10,21,35,0,0,8,2,51,21,9,6,20,26,9,3,7,4,1,26,25,16
'082772B0100',8,1,16,35,0,1,4,2,35,19,9,6,13,21,8,2,2,0,1,12,13,12
'082772C0100',8,1,19,23,0,0,3,1,32,17,9,9,20,21,12,1,8,0,0,13,15,14
'082773B0100',8,1,22,27,1,0,6,1,39,22,12,11,23,15,13,1,2,4,0,13,25,14
'082773C0100',8,1,15,28,0,0,4,0,34,14,12,11,19,30,12,9,5,2,0,15,30,20
'082774B0100',8,1,13,32,0,0,8,3,39,22,15,8,16,35,5,1,2,3,0,14,21,17
'082774C0100',8,1,10,27,0,0,5,3,58,24,9,5,10,34,10,7,4,2,0,20,21,14
'082775B0100',8,10,31,34,0,2,4,4,73,22,28,14,11,40,17,2,8,3,0,26,21,26
'082775C0100',8,10,27,44,0,0,7,3,55,22,17,12,25,48,22,2,7,3,0,26,26,25
'082775S0100',8,1,43,72,0,1,12,5,100,65,20,25,41,65,26,12,8,3,1,40,41,19
'082776B0100',8,1,10,29,0,0,7,3,50,16,11,6,19,22,7,3,3,1,2,21,14,18
'082776C0100',8,1,13,35,0,2,6,5,39,16,11,5,12,32,8,2,5,1,0,20,9,19
'082777B0100',8,1,8,29,0,4,5,1,36,15,11,5,18,21,11,5,4,2,0,15,16,12
'082777C0100',8,1,15,30,0,0,2,2,40,21,6,4,13,29,8,4,5,2,0,16,6,10
'082778B0100',8,10,16,41,1,2,13,6,55,28,26,12,20,35,12,2,13,1,0,22,21,23
'082778C0100',8,10,27,37,0,1,6,1,49,19,15,12,18,31,16,6,7,3,0,21,25,12
'082779B0100',8,1,22,42,0,0,6,1,37,25,15,9,14,25,22,1,4,1,0,18,16,20
'082779C0100',8,1,19,35,0,0,4,3,39,19,11,8,20,23,19,2,8,1,0,16,16,18
'082780B0100',8,1,16,29,0,1,2,1,42,14,11,3,14,20,15,2,3,2,0,10,15,15
'082780C0100',8,1,11,29,0,0,5,0,36,15,12,2,9,32,5,4,1,0,0,16,16,18
'082781B0100',8,10,28,43,1,4,9,5,50,26,16,10,14,41,13,6,8,1,0,29,25,18
'082781C0100',8,10,21,52,0,1,14,2,72,26,16,12,18,29,19,3,10,3,1,31,31,16
'082781C0200',8,10,22,42,2,1,8,1,56,26,20,4,25,39,12,6,4,3,0,19,23,25
'082781C0300',8,10,27,41,0,0,5,5,67,26,17,11,21,40,20,4,8,6,0,22,18,21
'082781C0400',8,10,25,36,0,2,2,2,59,30,21,10,24,36,20,6,7,2,0,27,26,24
'082781C0500',8,10,20,58,0,1,8,6,52,25,16,19,21,34,17,4,8,4,1,17,18,20
'082781C0600',8,10,27,55,0,0,8,7,57,37,8,9,18,38,19,2,6,2,0,25,27,19
'082781C0700',8,10,21,47,0,1,9,4,53,26,18,14,13,45,15,3,9,2,1,22,25,26
'082781C0800',8,10,21,50,0,1,5,2,64,39,13,9,23,40,17,8,3,3,0,18,26,13
'082781C0900',8,10,24,48,0,2,7,6,57,36,23,7,29,23,20,11,12,1,0,21,18,17
'082781C1000',8,10,21,44,0,1,6,5,51,17,22,6,25,34,12,6,7,2,1,31,28,24
'082782B0100',8,10,30,33,1,1,6,4,62,23,17,11,19,28,13,4,6,2,1,22,21,22
'082782C0100',8,10,24,51,1,1,3,2,52,24,14,10,19,40,15,3,6,2,1,24,26,21
'082782C0200',8,10,19,42,0,5,5,0,65,27,12,6,23,30,15,5,8,2,0,30,22,19
'082782C0300',8,10,24,42,0,3,8,4,62,30,14,16,13,38,17,6,7,2,0,26,29,9
'082782C0400',8,10,15,40,0,0,5,4,54,31,14,13,25,33,20,4,3,1,0,18,20,35
'082782C0500',8,10,26,33,0,2,7,2,52,27,16,12,20,28,16,2,4,5,1,34,23,29
'082782C0600',8,10,32,51,1,1,6,3,48,25,18,7,25,38,13,3,4,5,1,24,21,18
'082782C0700',8,10,27,46,0,2,10,3,65,16,14,8,23,36,20,2,10,5,1,24,24,17
'082782C0800',8,10,20,39,0,0,8,2,55,24,18,11,24,37,17,4,11,7,0,26,17,17
'082782C0900',8,10,22,45,0,1,7,5,45,22,13,14,25,36,14,4,10,2,1,19,25,23
'082783B0100',8,10,23,38,0,1,5,2,44,19,9,4,21,28,14,4,7,4,1,21,27,16
'082784B0100',8,1,16,24,0,0,4,2,34,15,12,4,9,21,11,3,2,4,0,12,15,19
'082784C0100',8,1,16,34,1,1,3,5,38,14,9,3,6,34,10,0,4,3,0,12,18,16
'082785B0100',8,1,13,22,0,0,2,1,41,20,11,4,10,25,6,4,3,0,0,16,16,13
'082785C0100',8,1,13,27,0,1,6,1,33,12,9,5,14,23,5,1,5,1,2,7,17,11
'082786B0100',8,10,18,39,0,2,6,1,46,22,12,7,14,32,18,2,11,1,1,18,28,28
'082786C0100',8,10,24,43,0,0,3,6,47,23,11,9,18,30,15,7,2,4,0,22,20,23
'082787B0100',8,1,14,25,0,0,4,3,38,17,15,6,22,33,11,4,5,3,0,15,18,16
'082787C0100',8,1,16,32,0,1,6,3,54,21,12,10,13,20,15,0,9,1,1,15,14,18
'082788B0100',8,10,26,34,0,2,3,4,46,22,17,17,19,31,12,5,9,3,0,25,19,21
'082788C0100',8,10,19,37,1,1,5,3,41,21,8,7,17,30,20,3,3,4,0,20,16,19
'082789B0100',8,10,22,32,1,2,7,4,45,14,17,6,16,39,13,4,9,5,1,28,23,20
'082789C0100',8,10,22,33,0,1,5,3,41,29,8,8,18,38,13,2,6,1,0,15,13,18
'082790B0100',8,1,16,31,0,0,2,4,43,20,15,8,10,27,10,1,5,1,1,11,15,12
'082790C0100',8,1,10,24,0,2,5,0,48,19,13,9,19,23,8,1,2,1,0,22,14,13
'082791B0100',8,10,14,36,0,3,6,1,46,22,10,10,21,29,9,5,8,3,0,25,18,18
'082791C0100',8,10,13,30,0,2,1,1,48,18,11,6,19,28,9,3,6,0,0,22,22,22
'082792B0100',8,1,22,21,0,0,1,4,48,15,9,5,8,15,11,3,2,1,0,14,13,10
'082792C0100',8,1,19,20,0,0,8,2,37,22,14,8,10,14,9,2,2,0,0,14,13,17
'082793B0100',8,10,14,33,0,4,3,0,58,21,9,7,19,30,14,8,6,2,0,18,10,23
'082793C0100',8,10,17,33,1,1,9,2,46,19,15,5,13,25,12,6,6,1,1,13,21,13
'082794B0100',8,1,11,34,0,2,5,2,46,25,9,7,9,27,17,5,3,3,0,18,17,13
'082794C0100',8,1,19,24,0,2,8,2,45,19,7,8,19,29,12,0,4,1,0,15,15,25
'082795B0100',8,10,22,35,0,2,5,5,66,30,14,14,20,40,12,6,7,3,1,31,30,23
'082795C0100',8,10,39,48,0,0,11,3,58,26,18,13,15,43,16,7,8,5,0,22,18,22
'082796B0100',8,10,25,45,0,0,4,2,52,23,11,6,20,31,13,4,7,2,0,21,22,19
'082796C0100',8,10,18,28,0,0,4,1,64,21,17,12,16,31,12,2,10,7,0,17,21,20
'082796C0200',8,10,24,39,0,2,2,3,55,19,22,6,12,37,11,2,12,2,0,20,14,24
'082797B0100',8,10,22,49,0,4,8,1,56,30,19,13,15,28,15,1,7,3,0,19,25,16
'082797C0100',8,10,22,37,1,1,9,2,56,25,15,9,24,33,15,1,6,3,0,18,28,26
'082798B0100',8,10,33,32,0,5,3,3,47,20,9,7,25,20,14,4,2,4,0,20,19,21
'082799B0100',8,1,18,36,0,0,1,3,42,17,11,6,11,14,7,1,5,1,0,13,25,16
'082799C0100',8,1,10,28,0,1,6,2,35,25,14,5,13,31,9,6,2,0,0,20,15,20
'082800B0100',8,10,22,28,1,2,4,1,58,25,13,7,8,36,10,4,5,2,0,31,28,25
'082801B0100',8,10,22,41,0,1,1,1,43,22,13,14,13,30,14,3,5,2,0,28,25,26
'082802B0100',8,1,23,40,0,0,8,3,36,18,15,5,13,23,7,1,3,0,0,16,16,13
'082802C0100',8,1,12,33,0,2,4,3,38,21,12,10,16,33,16,2,3,4,2,13,16,12
'082803B0100',8,10,18,36,0,0,4,1,50,21,7,10,23,37,13,5,7,0,1,17,29,17
'082803C0100',8,10,18,34,1,2,6,6,38,25,13,9,17,26,6,3,6,0,1,20,23,24
'082804B0100',8,1,13,43,0,1,4,2,39,31,11,10,12,22,12,2,5,3,0,16,21,21
'082804C0100',8,1,16,33,0,0,7,4,38,20,10,9,16,31,12,7,6,3,0,22,19,16
'082805B0100',8,1,13,30,0,1,1,1,44,13,15,7,20,20,10,5,4,1,0,20,16,18
'082805C0100',8,1,17,31,0,2,5,2,49,21,12,1,10,24,7,2,6,4,0,17,13,15
'082806B0100',8,10,28,38,2,1,1,5,67,28,16,9,22,41,18,5,14,0,1,18,16,22
'082807B0100',8,1,18,35,0,0,8,1,37,17,11,7,14,23,12,4,7,4,0,16,18,12
'082807C0100',8,1,27,31,0,1,6,1,34,18,11,5,11,25,9,2,4,5,0,13,21,7
'082808B0100',8,1,22,28,0,1,7,1,47,22,10,10,17,23,11,0,8,2,0,11,17,18
'082808C0100',8,1,19,33,0,1,4,1,35,15,6,11,15,33,15,1,5,2,0,19,18,13
'082809B0100',8,1,20,22,0,2,5,3,43,21,9,9,14,26,7,3,8,3,0,12,9,17
'082809C0100',8,1,22,31,0,1,3,1,39,17,11,5,10,35,17,2,3,3,0,14,15,18
'082810B0100',8,10,23,50,1,0,3,3,61,27,19,10,20,35,22,8,9,8,0,26,33,26
'082810C0100',8,10,26,53,0,3,6,0,60,28,19,11,22,38,17,1,5,2,1,17,28,24
'082811B0100',8,10,19,49,0,1,5,0,68,30,15,13,23,38,20,3,5,5,0,32,22,24
'082811C0100',8,10,22,59,0,0,5,5,63,28,19,14,20,45,19,4,7,3,1,18,20,24
'082811C0200',8,10,26,44,0,0,5,1,59,35,24,13,25,25,23,3,5,1,0,22,33,29
'082811C0300',8,10,19,46,0,1,5,4,54,30,18,7,23,31,16,7,4,2,1,29,31,34
'082811C0400',8,10,28,40,1,1,5,3,48,36,11,12,21,35,10,4,5,4,0,31,33,34
'082811C0500',8,10,24,47,0,1,9,2,66,31,24,3,30,32,13,2,14,1,0,15,25,28
'082811C0600',8,10,24,36,0,4,6,3,58,31,19,8,20,43,17,5,7,7,0,27,36,34
'082811C0700',8,10,30,58,0,1,5,9,53,28,19,11,20,41,14,1,9,1,1,23,25,32
'082811C0800',8,10,21,61,0,0,10,2,47,25,21,12,23,41,12,6,8,3,0,23,22,26
'082811C0900',8,10,24,56,0,2,5,1,59,30,25,12,20,33,23,6,10,1,2,13,28,25
'082812B0100',8,10,27,48,0,1,7,4,51,24,12,11,21,27,17,5,9,3,0,30,28,21
'082813B0100',8,1,13,25,0,0,0,2,24,19,14,5,13,22,14,3,3,1,0,13,20,13
'082813C0100',8,1,11,24,0,2,4,0,33,23,11,4,16,23,12,3,1,1,0,16,15,21
'082814B0100',8,10,28,43,0,2,7,2,68,29,14,11,34,37,17,6,12,3,1,22,15,19
'082814C0100',8,10,24,50,0,0,10,4,61,28,16,12,19,41,14,6,7,4,1,22,25,31
'082814C0200',8,10,26,42,0,2,3,0,53,35,17,13,18,37,15,5,6,5,0,32,22,22
'082815B0100',8,10,24,49,0,0,7,4,50,23,14,8,27,42,12,2,3,4,0,26,29,24
'082815C0100',8,10,22,48,0,1,8,2,54,23,11,13,19,31,13,5,6,3,0,20,30,26
'082815C0200',8,10,22,50,0,2,6,1,56,32,22,10,29,37,14,4,5,1,0,18,16,21
'082815C0300',8,10,22,57,1,1,4,5,64,27,22,8,21,37,10,7,4,1,1,25,19,30
'082815C0400',8,10,31,57,0,2,1,5,58,25,23,8,16,38,13,2,6,6,2,24,34,26
'082815C0500',8,10,24,35,1,1,9,4,51,30,16,9,25,36,13,7,7,3,0,20,26,17
'082815C0600',8,10,21,44,0,2,6,4,67,24,16,12,24,30,20,5,9,1,1,22,33,16
'082815C0700',8,10,33,36,1,3,8,2,57,23,17,8,21,26,15,5,13,1,1,15,27,22
'082815C0800',8,10,28,52,0,1,4,1,53,26,17,6,17,37,15,7,4,4,0,18,33,25
'082815C0900',8,10,19,46,0,1,8,1,46,46,22,10,24,32,21,4,6,3,0,24,21,26
'082815C1000',8,10,27,48,0,1,5,6,55,28,10,17,18,32,24,4,6,3,0,22,32,22
